name,symbol,slug,first_historical_data,last_historical_data,history_has_been_saved
Dipper Network,DIP,dipper-network,2020-08-31T08:24:18.000Z,2020-12-02T13:24:05.000Z,0
YEP COIN,YEP,yep-coin,2020-09-27T02:20:00.000Z,2020-12-02T13:25:07.000Z,0
Streamix,MIXS,streamix,2020-11-26T03:55:00.000Z,2020-12-02T13:25:07.000Z,0
Axie Infinity,AXS,axie-infinity,2020-11-03T13:10:00.000Z,2020-12-02T13:25:08.000Z,0
DeFi of Thrones,DOTX,deli-of-thrones,2020-11-21T22:50:00.000Z,2020-12-02T13:25:07.000Z,0
Swapfolio,SWFL,swapfolio,2020-08-31T14:39:30.000Z,2020-12-02T13:24:05.000Z,0
TriumphX,TRIX,triumphx,2020-09-15T22:39:18.000Z,2020-12-02T13:24:06.000Z,0
ATTN,ATTN,attn,2020-08-31T15:44:16.000Z,2020-12-02T13:24:06.000Z,0
Vesta Protocol,VESTA,vesta-protocol,2020-08-31T15:59:23.000Z,2020-12-02T13:24:05.000Z,0
YFISCURITY,YFIS,yfiscurity,2020-08-31T16:09:22.000Z,2020-12-02T13:24:06.000Z,0
Toast.finance,HOUSE,toast-finance,2020-08-31T17:44:26.000Z,2020-12-02T13:24:06.000Z,0
Multi Channel Influencer Creater Cloud Funding Platform,MCI,multi-channel-influencer-creater-cloud-funding-platform,2020-09-22T03:50:33.000Z,2020-12-02T13:25:08.000Z,0
Fee Active Collateral Token,FACT,fee-active-collateral-token,2020-09-09T06:29:18.000Z,2020-12-02T13:24:06.000Z,0
YFIVE FINANCE,YFIVE,yfive-finance,2020-08-31T18:54:13.000Z,2020-12-02T13:24:05.000Z,0
GOT Token,GOT,got-token,2020-09-01T02:04:24.000Z,2020-12-02T13:24:06.000Z,0
Popcorn,CORN,popcorn,2020-09-01T02:19:15.000Z,2020-12-02T13:24:07.000Z,0
Bast,BAST,bast,2020-09-01T04:19:18.000Z,2020-12-02T13:24:06.000Z,0
DistX,DISTX,distx,2020-09-01T04:54:17.000Z,2020-12-02T13:24:06.000Z,0
Semitoken,SEMI,semitoken,2020-09-01T20:34:16.000Z,2020-12-02T13:24:06.000Z,0
Epanus,EPS,epanus,2020-09-01T20:49:16.000Z,2020-12-02T13:24:07.000Z,0
Social Finance,SOFI,social-finance,2020-09-01T05:09:17.000Z,2020-12-02T13:24:06.000Z,0
Pearl,PEARL,pearl,2020-09-02T07:09:17.000Z,2020-12-02T13:24:05.000Z,0
KIMCHI.finance,KIMCHI,kimchi-finance,2020-09-01T18:44:15.000Z,2020-12-02T13:24:06.000Z,0
Phala.Network,PHA,phala-network,2020-09-13T02:39:27.000Z,2020-12-02T13:24:07.000Z,0
Walnut.finance,WTF,walnut-finance,2020-09-02T02:54:13.000Z,2020-12-02T13:24:06.000Z,0
DeFiat,DFT,defiat,2020-09-02T03:09:14.000Z,2020-12-02T13:24:06.000Z,0
GrafSound,GSMT,grafsound,2020-09-02T03:24:17.000Z,2020-12-02T13:24:06.000Z,0
Akropolis Delphi,ADEL,akropolis-delphi,2020-11-15T06:35:00.000Z,2020-12-02T13:20:09.000Z,0
BIDR,BIDR,binance-idr,2020-09-02T04:49:17.000Z,2020-12-02T13:24:06.000Z,0
DeFi Bids,BID,defi-bids,2020-09-03T20:24:32.000Z,2020-12-02T13:24:06.000Z,0
NOODLE Finance,NOODLE,noodle-finance,2020-09-02T13:34:22.000Z,2020-12-02T13:24:06.000Z,0
Harvest Finance,FARM,harvest-finance,2020-09-02T13:49:17.000Z,2020-12-02T13:24:07.000Z,0
ChartEx,CHART,chartex,2020-09-22T03:50:33.000Z,2020-12-02T13:25:07.000Z,0
Boosted Finance,BOOST,boosted-finance,2020-09-03T15:39:26.000Z,2020-12-02T13:24:06.000Z,0
YFFS Finance,YFFS,yffs,2020-09-03T04:24:23.000Z,2020-12-02T13:24:06.000Z,0
Crypton,CRP,utopia,2020-09-03T03:44:13.000Z,2020-12-02T13:24:07.000Z,0
TAI,TAI,tai,2020-09-03T09:49:12.000Z,2020-12-02T13:24:06.000Z,0
STABLE ASSET,STA,stable-asset,2020-09-03T06:19:24.000Z,2020-12-02T13:24:06.000Z,0
Seigniorage Shares,SHARE,seigniorage-shares,2020-09-03T06:24:18.000Z,2020-12-02T13:24:06.000Z,0
BLOCKMAX,OCB,blockmax,2020-09-03T07:19:20.000Z,2020-12-02T13:24:07.000Z,0
OIN Finance,OIN,oin-finance,2020-09-03T15:39:26.000Z,2020-12-02T13:24:06.000Z,0
Carrot,CRT,carrot,2020-09-03T20:09:26.000Z,2020-12-02T13:24:06.000Z,0
SalmonSwap,SAL,salmonswap,2020-09-05T04:39:29.000Z,2020-12-02T13:24:06.000Z,0
YFIBusiness,YFIB,yfibusiness,2020-09-04T03:24:37.000Z,2020-12-02T13:24:07.000Z,0
DefiDollar,DUSD,defidollar,2020-11-03T08:15:00.000Z,2020-12-02T13:25:08.000Z,0
KittenFinance,KIF,kittenfinance,2020-09-04T04:19:33.000Z,2020-12-02T13:24:06.000Z,0
Obee Network,OBEE,obee-network,2020-10-06T22:11:00.000Z,2020-12-02T13:21:07.000Z,0
yfBeta,YFBETA,yfbeta,2020-09-04T06:04:25.000Z,2020-12-02T13:24:07.000Z,0
Uniris,UCO,uniris,2020-09-04T06:19:06.000Z,2020-12-02T13:24:06.000Z,0
Omega Protocol Money,OPM,omega-protocol-money,2020-09-04T06:19:06.000Z,2020-12-02T13:24:06.000Z,0
TRONbetLive,LIVE,tronbetlive,2020-09-04T06:39:39.000Z,2020-12-02T13:24:06.000Z,0
TON Token,TON,tontoken,2020-09-04T06:34:22.000Z,2020-12-02T13:24:07.000Z,0
Shroom.Finance,SHROOM,shroom-finance,2020-09-04T06:34:22.000Z,2020-12-02T13:24:06.000Z,0
Elrond,EGLD,elrond-egld,2020-09-04T09:29:47.000Z,2020-12-02T13:24:06.000Z,0
AstroTools,ASTRO,astrotools,2020-09-04T14:24:38.000Z,2020-12-02T13:24:06.000Z,0
CORN,CORN,corn,2020-09-05T04:14:06.000Z,2020-12-02T13:24:07.000Z,0
JackPool.finance,JFI,jackpool-finance,2020-09-05T05:44:20.000Z,2020-12-02T13:24:06.000Z,0
SSS Finance,SSS,sss-finance,2020-09-05T05:49:11.000Z,2020-12-02T13:24:06.000Z,0
Swerve,SWRV,swerve,2020-09-05T06:09:40.000Z,2020-12-02T13:24:06.000Z,0
Yield-Farming,YIELD,yield-farming,2020-09-05T06:14:36.000Z,2020-12-02T13:24:07.000Z,0
Unimonitor,UNT,unimonitor,2020-09-05T06:29:28.000Z,2020-12-02T13:24:06.000Z,0
Upper Euro,EURU,upper-euro,2020-09-05T06:49:35.000Z,2020-12-02T13:24:06.000Z,0
Upper Dollar,USDU,upper-dollar,2020-09-05T06:54:36.000Z,2020-12-02T13:24:07.000Z,0
YFA Finance,YFA,yfa-finance,2020-09-05T07:09:32.000Z,2020-12-02T13:24:07.000Z,0
BNSD Finance,BNSD,bnsd-finance,2020-09-06T22:59:24.000Z,2020-12-02T13:24:06.000Z,0
Yield Stake Finance,YI12,yield-stake-finance,2020-09-14T04:09:30.000Z,2020-12-02T13:24:06.000Z,0
YFUEL,YFUEL,yfuel,2020-09-07T05:29:27.000Z,2020-12-02T13:24:06.000Z,0
junca Cash,JCC,junca-cash,2020-09-07T05:34:18.000Z,2020-12-02T13:24:07.000Z,0
Yearn Finance Protocol,YFP,yearn-finance-protocol,2020-09-07T05:39:33.000Z,2020-12-02T13:24:06.000Z,0
The Forms,FRMS,the-forms,2020-09-07T05:39:33.000Z,2020-12-02T13:24:06.000Z,0
Foresight,FORS,foresight,2020-09-07T05:59:09.000Z,2020-12-02T13:24:07.000Z,0
Definitex,DFX,definitex,2020-09-07T06:04:19.000Z,2020-12-02T13:24:07.000Z,0
Coin Artist,COIN,coin-artist,2020-09-07T06:14:09.000Z,2020-12-02T13:24:06.000Z,0
FlashSwap,FSP,flashswap,2020-09-07T07:24:08.000Z,2020-12-02T13:24:06.000Z,0
Bella Protocol,BEL,bella-protocol,2020-09-15T08:04:17.000Z,2020-12-02T13:24:06.000Z,0
Hegic,HEGIC,hegic,2020-09-14T03:24:25.000Z,2020-12-02T13:24:07.000Z,0
Kira Network,KEX,kira-network,2020-11-26T22:15:00.000Z,2020-12-02T13:25:08.000Z,0
Token CashPay,TCP,token-cashpay,2020-10-13T23:50:00.000Z,2020-12-02T13:25:08.000Z,0
Nuco.cloud,NCDT,nuco-cloud,2020-09-08T03:04:16.000Z,2020-12-02T13:24:07.000Z,0
BEAR Coin,BEAR,voytek-bear-coin,2020-09-08T03:04:16.000Z,2020-12-02T13:24:07.000Z,0
Fiscus.fyi,FFYI,fiscus-fyi,2020-09-29T03:50:00.000Z,2020-12-02T13:25:07.000Z,0
JustLiquidity,JUL,justliquidity,2020-09-08T03:34:18.000Z,2020-12-02T13:24:06.000Z,0
YFDAI.FINANCE,YF-DAI,yfdai-finance,2020-09-08T03:44:18.000Z,2020-12-02T13:24:06.000Z,0
GOD KIMCHI,gKIMCHI,god-kimchi,2020-09-09T23:34:20.000Z,2020-12-02T13:24:07.000Z,0
Lead Wallet,LEAD,lead-wallet,2020-09-08T03:59:16.000Z,2020-12-02T13:24:06.000Z,0
Huobi BTC,HBTC,huobi-btc,2020-09-09T08:59:16.000Z,2020-12-02T13:24:06.000Z,0
Juggernaut,JGN,juggernaut,2020-09-08T04:24:17.000Z,2020-12-02T13:24:07.000Z,0
Baguette Token,BGTT,baguette-token,2020-09-08T04:29:17.000Z,2020-12-02T13:24:07.000Z,0
MilliMeter,MM,millimeter,2020-11-22T13:05:00.000Z,2020-12-02T13:25:07.000Z,0
Amp,AMP,amp,2020-09-11T04:34:18.000Z,2020-12-02T13:24:06.000Z,0
Valobit,VBIT,valobit,2020-09-08T05:19:17.000Z,2020-12-02T13:24:07.000Z,0
Hedget,HGET,hedget,2020-09-14T03:24:26.000Z,2020-12-02T13:24:06.000Z,0
Perpetual Protocol,PERP,perpetual-protocol,2020-09-13T07:14:24.000Z,2020-12-02T13:24:06.000Z,0
Enceladus Network,ENCX,enceladus-network,2020-09-08T08:29:18.000Z,2020-12-02T13:24:07.000Z,0
Dollars,USDX,dollars,2020-09-08T08:54:18.000Z,2020-12-02T13:24:07.000Z,0
AllianceBlock,ALBT,allianceblock,2020-09-09T03:09:18.000Z,2020-12-02T13:24:06.000Z,0
Alchemy Pay,ACH,alchemy-pay,2020-09-09T03:24:16.000Z,2020-12-02T13:24:06.000Z,0
DefiBox,BOX,defibox,2020-09-09T04:29:14.000Z,2020-12-02T13:24:07.000Z,0
DMD,DMD,dmd,2020-09-09T05:04:12.000Z,2020-12-02T13:24:08.000Z,0
"YFIKING,FINANCE",YFIKING,yfiking-finance,2020-09-22T06:00:00.000Z,2020-12-02T13:25:08.000Z,0
HBTC Captain Token,HBC,hbtc-token,2020-09-09T05:19:12.000Z,2020-12-02T13:24:06.000Z,0
i9 Coin,I9C,i9-coin,2020-09-09T05:24:17.000Z,2020-12-02T13:24:07.000Z,0
Mafia.Network,MAFI,mafia-network,2020-09-09T05:34:18.000Z,2020-12-02T13:24:08.000Z,0
Maki Finance,MAKI,maki-finance,2020-09-09T05:44:15.000Z,2020-12-02T13:24:06.000Z,0
OpenAlexa Protocol,OAP,openalexa-protocol,2020-10-04T21:01:00.000Z,2020-12-02T13:21:07.000Z,0
Predix Network,PRDX,predix-network,2020-09-09T06:14:19.000Z,2020-12-02T13:24:07.000Z,0
YEARN2.FINANCE,YFI2,yearn2-finance,2020-09-09T06:24:15.000Z,2020-12-02T13:24:08.000Z,0
Yeld Finance,YELD,yeld-finance,2020-09-09T06:29:18.000Z,2020-12-02T13:24:06.000Z,0
YFFII Finance,YFFII,yffii-finance,2020-09-09T06:34:18.000Z,2020-12-02T13:24:06.000Z,0
French Digital Reserve,FDR,french-digital-reserve,2020-11-26T21:05:00.000Z,2020-12-02T13:25:09.000Z,0
Candela Coin,CLA,candelacoin,2020-11-12T12:05:00.000Z,2020-12-02T13:25:09.000Z,0
Farm House Finance,FHSE,farm-house-finance,2020-09-09T20:24:11.000Z,2020-12-02T13:24:06.000Z,0
AladiEx,ALA,aladiex,2020-09-09T21:04:05.000Z,2020-12-02T13:24:07.000Z,0
New Year Bull,NYB,new-year-bull,2020-09-09T21:59:17.000Z,2020-12-02T13:24:07.000Z,0
OBIC,OBIC,obic,2020-09-10T03:09:19.000Z,2020-12-02T13:24:08.000Z,0
DOOS TOKEN,DOOS,doos-token,2020-10-20T20:10:00.000Z,2020-12-02T13:25:08.000Z,0
FINANCIAL INVESTMENT TOKEN,FIT,financial-investment-token,2020-09-11T05:54:17.000Z,2020-12-02T13:24:06.000Z,0
Dragon Ball,DRAGON,dragon-ball,2020-09-10T06:44:24.000Z,2020-12-02T13:24:07.000Z,0
Squirrel Finance,NUTS,squirrel-finance,2020-09-10T07:04:24.000Z,2020-12-02T13:24:08.000Z,0
Yakuza DFO,YKZ,yakuza-dfo,2020-09-10T08:44:07.000Z,2020-12-02T13:24:06.000Z,0
Zeedex,ZDEX,zeedex,2020-09-10T09:09:26.000Z,2020-12-02T13:24:07.000Z,0
SUN,SUN,sun,2020-09-11T07:24:18.000Z,2020-12-02T13:24:07.000Z,0
Sashimi,SASHIMI,sashimi,2020-09-10T17:19:25.000Z,2020-12-02T13:24:08.000Z,0
Spartan Protocol,SPARTA,spartan-protocol,2020-09-28T05:30:00.000Z,2020-12-02T13:25:08.000Z,0
REVV,REVV,revv,2020-09-10T20:09:21.000Z,2020-12-02T13:24:06.000Z,0
EOSDOWN,EOSDOWN,eosdown,2020-09-11T07:54:15.000Z,2020-12-02T13:24:07.000Z,0
XRPUP,XRPUP,xrpup,2020-09-11T07:59:16.000Z,2020-12-02T13:24:08.000Z,0
XRPDOWN,XRPDOWN,xrpdown,2020-09-11T08:04:14.000Z,2020-12-02T13:24:07.000Z,0
DOTUP,DOTUP,dotup,2020-09-11T08:09:16.000Z,2020-12-02T13:24:07.000Z,0
TRXDOWN,TRXDOWN,trxdown,2020-09-11T07:44:17.000Z,2020-12-02T13:24:07.000Z,0
TRXUP,TRXUP,trxup,2020-09-11T07:54:15.000Z,2020-12-02T13:24:08.000Z,0
DOTDOWN,DOTDOWN,dotdown,2020-09-11T08:14:18.000Z,2020-12-02T13:24:07.000Z,0
XTZUP,XTZUP,xtzup,2020-09-11T08:24:17.000Z,2020-12-02T13:24:06.000Z,0
XTZDOWN,XTZDOWN,xtzdown,2020-09-11T08:24:17.000Z,2020-12-02T13:24:07.000Z,0
BNBUP,BNBUP,bnbup,2020-09-11T08:29:17.000Z,2020-12-02T13:24:08.000Z,0
BNBDOWN,BNBDOWN,bnbdown,2020-09-11T08:34:18.000Z,2020-12-02T13:24:07.000Z,0
LINKUP,LINKUP,linkup,2020-09-11T08:39:15.000Z,2020-12-02T13:24:07.000Z,0
LINKDOWN,LINKDOWN,linkdown,2020-09-11T08:44:17.000Z,2020-12-02T13:24:07.000Z,0
ADAUP,ADAUP,adaup,2020-09-11T08:49:18.000Z,2020-12-02T13:24:08.000Z,0
ADADOWN,ADADOWN,adadown,2020-09-11T08:49:18.000Z,2020-12-02T13:24:07.000Z,0
ETHDOWN,ETHDOWN,ethdown,2020-09-11T08:54:18.000Z,2020-12-02T13:24:06.000Z,0
ETHUP,ETHUP,ethup,2020-09-11T09:04:16.000Z,2020-12-02T13:24:07.000Z,0
MoonSwap,MOON,moonswap,2020-09-11T20:34:18.000Z,2020-12-02T13:24:08.000Z,0
Creed Finance,CREED,creed-finance,2020-09-12T05:44:17.000Z,2020-12-02T13:24:07.000Z,0
SherLOCK Security,LOCK,sherlock-security,2020-09-12T05:59:19.000Z,2020-12-02T13:24:07.000Z,0
Nyan Finance,NYAN,nyan-finance,2020-09-12T06:09:19.000Z,2020-12-02T13:24:07.000Z,0
OFIN Token,ON,ofin-token,2020-09-12T06:14:19.000Z,2020-12-02T13:24:08.000Z,0
Pickle Finance,PICKLE,pickle-finance,2020-09-12T06:14:19.000Z,2020-12-02T13:24:07.000Z,0
Tixl [NEW],TXL,tixl-new,2020-09-12T06:24:14.000Z,2020-12-02T13:24:06.000Z,0
Vybe,VYBE,vybe,2020-09-12T06:34:10.000Z,2020-12-02T13:24:07.000Z,0
yffc.finance,YFFC,yffc-finance,2020-09-12T06:39:18.000Z,2020-12-02T13:24:08.000Z,0
Betherchip,BEC,betherchip,2020-09-14T23:54:19.000Z,2020-12-02T13:24:07.000Z,0
CHADS VC,CHADS,chads-vc,2020-09-14T02:54:30.000Z,2020-12-02T13:24:07.000Z,0
Empty Set Dollar,ESD,empty-set-dollar,2020-11-02T01:40:00.000Z,2020-12-02T13:25:09.000Z,0
Golff,GOF,golff,2020-09-14T07:34:31.000Z,2020-12-02T13:24:08.000Z,0
Jiaozi,JIAOZI,jiaozi,2020-09-14T03:29:32.000Z,2020-12-02T13:24:07.000Z,0
Lottonation,LNT,lottonation,2020-09-14T03:34:30.000Z,2020-12-02T13:24:06.000Z,0
Xfinance,XFI,xfinance,2020-09-14T04:14:32.000Z,2020-12-02T13:24:07.000Z,0
Ymen.Finance,YMEN,ymen-finance,2020-09-14T04:19:27.000Z,2020-12-02T13:24:09.000Z,0
UpBots,UBXT,upbots,2020-09-22T03:55:34.000Z,2020-12-02T13:25:09.000Z,0
Gather,GTH,gather,2020-09-22T07:25:00.000Z,2020-12-02T13:25:10.000Z,0
Momentum,XMM,momentum,2020-09-14T05:39:15.000Z,2020-12-02T13:24:07.000Z,0
Pofid Dao,PFID,pofid-dao,2020-09-14T05:49:28.000Z,2020-12-02T13:24:08.000Z,0
Zyro,ZYRO,zyro,2020-09-14T06:19:31.000Z,2020-12-02T13:24:07.000Z,0
Yield Farming Known as Ash,YFKA,yield-farming-known-as-ash,2020-09-14T06:44:28.000Z,2020-12-02T13:24:06.000Z,0
Aavegotchi,GHST,aavegotchi,2020-09-15T03:44:16.000Z,2020-12-02T13:24:07.000Z,0
Tribute,TRBT,tribute,2020-09-14T06:54:26.000Z,2020-12-02T13:24:09.000Z,0
Wing,WING,wing,2020-09-16T05:19:15.000Z,2020-12-02T13:24:07.000Z,0
Etherpay,ETHPY,etherpay,2020-09-14T21:09:19.000Z,2020-12-02T13:24:07.000Z,0
Atlantis Token,ATIS,atlantis-token,2020-09-15T03:44:16.000Z,2020-12-02T13:24:07.000Z,0
bXIOT,BXIOT,bxiot,2020-09-17T09:15:47.000Z,2020-12-02T13:25:11.000Z,0
DeFi Pulse Index,DPI,defi-pulse-index,2020-09-15T04:14:19.000Z,2020-12-02T13:24:07.000Z,0
Melecoin,MELE,melecoin,2020-09-29T16:16:00.000Z,2020-12-02T13:21:07.000Z,0
Mobilian Coin,MBN,mobilian-coin,2020-09-27T04:00:00.000Z,2020-12-02T13:25:10.000Z,0
Thisoption,TONS,thisoption,2020-09-22T07:10:00.000Z,2020-12-02T13:20:10.000Z,0
YFarmLand Token,YFARMER,yfarmland-token,2020-09-28T03:35:00.000Z,2020-12-02T13:25:09.000Z,0
Team Finance,TEAM,team-finance,2020-09-15T04:44:19.000Z,2020-12-02T13:24:07.000Z,0
Zoom Protocol,ZOM,zoom-protocol,2020-09-15T04:44:19.000Z,2020-12-02T13:24:07.000Z,0
BakeryToken,BAKE,bakerytoken,2020-09-23T11:10:00.000Z,2020-12-02T13:20:11.000Z,0
Fame,FAME,fame,2020-09-16T05:24:18.000Z,2020-12-02T13:24:07.000Z,0
Hybrid Bank Cash,HBC,hybrid-bank-cash,2020-09-16T05:29:16.000Z,2020-12-02T13:24:07.000Z,0
Oracolxor,XOR,oracolxor,2020-09-16T05:34:17.000Z,2020-12-02T13:24:07.000Z,0
P2P,P2P,p2p,2020-09-16T05:44:17.000Z,2020-12-02T13:24:09.000Z,0
UniFi Protocol,UP,unifi-protocol,2020-09-16T06:09:18.000Z,2020-12-02T13:24:07.000Z,0
Va Na Su,VNS,va-na-su,2020-09-16T06:14:18.000Z,2020-12-02T13:24:07.000Z,0
YFARM Token,YFARM,yfarm-token,2020-09-16T06:24:18.000Z,2020-12-02T13:24:07.000Z,0
Gala,GALA,gala,2020-09-17T09:15:48.000Z,2020-12-02T13:20:11.000Z,0
Moon YFI,MYFI,moon-yfi,2020-09-16T19:54:16.000Z,2020-12-02T13:24:07.000Z,0
Uniswap,UNI,uniswap,2020-09-17T01:14:14.000Z,2020-12-02T13:24:07.000Z,0
3X Long Sushi Token,SUSHIBULL,3x-long-sushi-token,2020-09-17T05:44:17.000Z,2020-12-02T13:24:07.000Z,0
3X Short Sushi Token,SUSHIBEAR,3x-short-sushi-token,2020-09-17T05:54:19.000Z,2020-12-02T13:24:09.000Z,0
Dego Finance,DEGO,dego-finance,2020-09-17T05:59:17.000Z,2020-12-02T13:24:07.000Z,0
Printer.Finance,PRINT,printer-finance,2020-09-17T06:14:16.000Z,2020-12-02T13:24:07.000Z,0
StarDEX,XSTAR,stardex,2020-09-17T06:19:16.000Z,2020-12-02T13:24:07.000Z,0
Walletreum,WALT,walletreum,2020-09-17T06:34:19.000Z,2020-12-02T13:24:09.000Z,0
Xplosive Ethereum,XETH,xplosive-ethereum,2020-09-17T07:09:20.000Z,2020-12-02T13:24:07.000Z,0
YFMoonshot,YFMS,yfmoonshot,2020-09-17T07:04:13.000Z,2020-12-02T13:24:07.000Z,0
dHedge DAO,DHT,dhedge-dao,2020-09-17T09:15:00.000Z,2020-12-02T13:25:10.000Z,0
Unisocks,SOCKS,unisocks,2020-09-17T09:15:00.000Z,2020-12-02T13:25:11.000Z,0
Bridge Oracle,BRG,bridge-oracle,2020-09-17T09:15:00.000Z,2020-12-02T13:25:09.000Z,0
Diagon,DGN,diagon,2020-09-17T09:15:00.000Z,2020-12-02T13:20:10.000Z,0
ETF Dao,TFD,etf-dao,2020-09-17T09:15:00.000Z,2020-12-02T13:25:09.000Z,0
Exchange Payment Coin,EXP,exchange-payment-coin,2020-09-17T09:15:00.000Z,2020-12-02T13:25:11.000Z,0
HodlTree,HTRE,hodltree,2020-09-17T09:15:00.000Z,2020-12-02T13:25:09.000Z,0
Linear,LINA,linear,2020-09-17T09:15:00.000Z,2020-12-02T13:25:09.000Z,0
Oracle System,ORC,oracle-system,2020-09-17T09:15:00.000Z,2020-12-02T13:25:10.000Z,0
Permission Coin,ASK,permission-coin,2020-09-17T09:15:00.000Z,2020-12-02T13:25:11.000Z,0
Resoper,RSP,resoper,2020-09-17T09:15:00.000Z,2020-12-02T13:25:09.000Z,0
Hatch DAO,HATCH,hatch-dao,2020-09-22T03:55:34.000Z,2020-12-02T13:25:10.000Z,0
New BitShares,NBS,new-bitshares,2020-09-22T03:55:34.000Z,2020-12-02T13:25:10.000Z,0
XSwap,XSP,xsp,2020-09-22T03:55:34.000Z,2020-12-02T13:25:11.000Z,0
Shill & Win,PoSH,shill-win,2020-09-22T03:55:34.000Z,2020-12-02T13:25:09.000Z,0
Markaccy,MKCY,markaccy,2020-09-22T03:55:34.000Z,2020-12-02T13:20:09.000Z,0
Crypto Accept,ACPT,crypto-accept,2020-09-22T03:55:34.000Z,2020-12-02T13:25:10.000Z,0
Livenodes Token,LNOT,livenodes-token,2020-09-22T03:55:34.000Z,2020-12-02T13:25:11.000Z,0
Pilnette,PVG,pilnette,2020-09-22T03:55:35.000Z,2020-12-02T13:25:09.000Z,0
RI Token,RI,ri-token,2020-09-22T03:55:35.000Z,2020-12-02T13:25:10.000Z,0
Samurai,SAM,samurai,2020-09-22T03:55:35.000Z,2020-12-02T13:25:10.000Z,0
UNIFI DeFi,UNIFI,unifi-defi,2020-09-22T03:55:35.000Z,2020-12-02T13:25:11.000Z,0
YMAX,YMAX,ymax,2020-09-22T03:55:35.000Z,2020-12-02T13:20:09.000Z,0
Giftedhands,GHD,giftedhands,2020-11-01T07:40:00.000Z,2020-12-02T13:25:09.000Z,0
Velo,VELO,velo,2020-09-22T03:55:35.000Z,2020-12-02T13:25:10.000Z,0
TerraUSD,UST,terrausd,2020-11-24T11:55:00.000Z,2020-12-02T13:25:11.000Z,0
YAM v3,YAM,yamv3,2020-09-22T03:55:35.000Z,2020-12-02T13:25:09.000Z,0
Ducato Protocol Token,DUCATO,ducato-protocol-token,2020-09-22T03:55:00.000Z,2020-12-02T13:25:10.000Z,0
Finswap,FNSP,finswap,2020-09-22T03:55:00.000Z,2020-12-02T13:25:10.000Z,0
Kush Finance,KSEED,kush-finance,2020-09-22T03:55:00.000Z,2020-12-02T13:25:12.000Z,0
OneSwap DAO Token,ONES,oneswap-dao-token,2020-09-22T03:55:00.000Z,2020-12-02T13:25:09.000Z,0
Soda Token,SODA,soda-token,2020-09-22T03:55:00.000Z,2020-12-02T13:25:09.000Z,0
yTSLA Finance,yTSLA,ytsla-finance,2020-09-22T03:55:00.000Z,2020-12-02T13:25:10.000Z,0
Axioms,AXI,axioms,2020-09-24T06:25:46.000Z,2020-12-02T13:20:11.000Z,0
DiFy.Finance,YFIII,dify-finance,2020-09-28T12:15:37.000Z,2020-12-02T13:25:09.000Z,0
Yearn Finance Farm,YFF,yearn-finance-farm,2020-09-24T06:25:46.000Z,2020-12-02T13:25:10.000Z,0
Defi Shopping Stake,DSS,defi-shopping-stake,2020-09-24T06:25:46.000Z,2020-12-02T13:25:10.000Z,0
IYF.finance,IYF,iyf-finance,2020-09-24T06:25:46.000Z,2020-12-02T13:20:11.000Z,0
ISTARDUST,ISDT,istardust,2020-09-24T06:25:46.000Z,2020-12-02T13:25:09.000Z,0
Flamingo,FLM,flamingo,2020-10-08T11:10:44.000Z,2020-12-02T13:25:09.000Z,0
Toast.finance,TOAST,toast,2020-10-02T11:16:00.000Z,2020-10-23T03:16:00.000Z,0
ITEN,ITEN,iten,2020-10-13T03:00:00.000Z,2020-12-02T13:20:11.000Z,0
Ternio-ERC20,TERN,ternio-erc20,2020-09-24T06:20:45.000Z,2020-12-02T13:25:09.000Z,0
Toshify.finance,YFT,toshify-finance,2020-10-12T08:45:00.000Z,2020-12-02T13:25:10.000Z,0
Basid Coin,BASID,basid-coin,2020-09-24T06:25:46.000Z,2020-12-02T13:20:10.000Z,0
Burger Swap,BURGER,burger-swap,2020-09-24T06:25:00.000Z,2020-12-02T13:20:11.000Z,0
Digital Currency Daily,DCD,digital-currency-daily,2020-09-24T06:25:00.000Z,2020-12-02T13:25:09.000Z,0
Gire Token,GET,gire-token,2020-09-24T06:25:00.000Z,2020-12-02T13:20:09.000Z,0
GokuMarket Credit,GMC,gokumarket-credit,2020-10-08T11:30:57.000Z,2020-12-02T13:25:10.000Z,0
iCherry Finance,ICH,icherry-finance,2020-09-24T06:25:00.000Z,2020-12-02T13:20:11.000Z,0
Moon Juice,JUICE,moon-juice,2020-09-24T06:25:00.000Z,2020-12-02T13:25:09.000Z,0
Rotten,ROT,rotten,2020-09-24T06:25:00.000Z,2020-12-02T13:25:10.000Z,0
UnityDAO,UTY,unitydao,2020-09-24T06:25:00.000Z,2020-12-02T13:25:10.000Z,0
YFIX Finance,YFIX,yfix-finance,2020-09-24T06:25:00.000Z,2020-12-02T13:25:12.000Z,0
Acuity Token,ACU,acuity-token,2020-09-24T06:25:00.000Z,2020-12-02T13:25:09.000Z,0
xBTC,xBTC,xbtc,2020-10-08T11:30:58.000Z,2020-12-02T13:25:02.000Z,0
Chicken,KFC,chicken,2020-09-24T06:25:00.000Z,2020-12-02T13:25:02.000Z,0
Contribute,TRIB,contribute,2020-09-24T06:25:00.000Z,2020-12-02T13:25:03.000Z,0
DeFi Firefly,DFF,defi-firefly,2020-09-24T06:25:00.000Z,2020-12-02T13:25:02.000Z,0
MANY,MANY,many,2020-09-24T06:25:00.000Z,2020-12-02T13:25:03.000Z,0
Rope,$ROPE,rope,2020-09-24T08:40:00.000Z,2020-12-02T13:25:03.000Z,0
